=== System Logs ===
Time 0.000000000s: All Tasks State at Time 0.000000000s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000063s: All Tasks State at Time 0.000000063s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000063s: All Tasks State at Time 0.000000063s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000064s: All Tasks State at Time 0.000000064s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000064s: All Tasks State at Time 0.000000064s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000064s: All Tasks State at Time 0.000000064s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000065s: All Tasks State at Time 0.000000065s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000065s: All Tasks State at Time 0.000000065s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000066s: All Tasks State at Time 0.000000066s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000066s: All Tasks State at Time 0.000000066s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000066s: All Tasks State at Time 0.000000066s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000067s: All Tasks State at Time 0.000000067s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000067s: All Tasks State at Time 0.000000067s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000068s: All Tasks State at Time 0.000000068s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000068s: All Tasks State at Time 0.000000068s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000068s: All Tasks State at Time 0.000000068s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000069s: All Tasks State at Time 0.000000069s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000069s: All Tasks State at Time 0.000000069s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000070s: All Tasks State at Time 0.000000070s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000070s: All Tasks State at Time 0.000000070s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000070s: All Tasks State at Time 0.000000070s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000071s: All Tasks State at Time 0.000000071s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000071s: All Tasks State at Time 0.000000071s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000072s: All Tasks State at Time 0.000000072s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000072s: All Tasks State at Time 0.000000072s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000072s: All Tasks State at Time 0.000000072s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000073s: All Tasks State at Time 0.000000073s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000073s: All Tasks State at Time 0.000000073s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000074s: All Tasks State at Time 0.000000074s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000074s: All Tasks State at Time 0.000000074s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000074s: All Tasks State at Time 0.000000074s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000075s: All Tasks State at Time 0.000000075s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000075s: All Tasks State at Time 0.000000075s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000076s: All Tasks State at Time 0.000000076s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000076s: All Tasks State at Time 0.000000076s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000076s: All Tasks State at Time 0.000000076s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000077s: All Tasks State at Time 0.000000077s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000077s: All Tasks State at Time 0.000000077s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000078s: All Tasks State at Time 0.000000078s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000078s: All Tasks State at Time 0.000000078s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000078s: All Tasks State at Time 0.000000078s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000079s: All Tasks State at Time 0.000000079s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000079s: All Tasks State at Time 0.000000079s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000080s: All Tasks State at Time 0.000000080s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000080s: All Tasks State at Time 0.000000080s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000080s: All Tasks State at Time 0.000000080s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000081s: All Tasks State at Time 0.000000081s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000081s: All Tasks State at Time 0.000000081s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000082s: All Tasks State at Time 0.000000082s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000082s: All Tasks State at Time 0.000000082s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000082s: All Tasks State at Time 0.000000082s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000083s: All Tasks State at Time 0.000000083s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000083s: All Tasks State at Time 0.000000083s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000084s: All Tasks State at Time 0.000000084s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000084s: All Tasks State at Time 0.000000084s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000084s: All Tasks State at Time 0.000000084s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000085s: All Tasks State at Time 0.000000085s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000085s: All Tasks State at Time 0.000000085s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000086s: All Tasks State at Time 0.000000086s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000086s: All Tasks State at Time 0.000000086s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000086s: All Tasks State at Time 0.000000086s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000087s: All Tasks State at Time 0.000000087s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000087s: All Tasks State at Time 0.000000087s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000088s: All Tasks State at Time 0.000000088s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000088s: All Tasks State at Time 0.000000088s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000088s: All Tasks State at Time 0.000000088s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000089s: All Tasks State at Time 0.000000089s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000089s: All Tasks State at Time 0.000000089s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000090s: All Tasks State at Time 0.000000090s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000090s: All Tasks State at Time 0.000000090s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000090s: All Tasks State at Time 0.000000090s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000091s: All Tasks State at Time 0.000000091s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000091s: All Tasks State at Time 0.000000091s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000092s: All Tasks State at Time 0.000000092s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000092s: All Tasks State at Time 0.000000092s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000092s: All Tasks State at Time 0.000000092s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000093s: All Tasks State at Time 0.000000093s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000093s: All Tasks State at Time 0.000000093s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000094s: All Tasks State at Time 0.000000094s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000094s: All Tasks State at Time 0.000000094s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000094s: All Tasks State at Time 0.000000094s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000095s: All Tasks State at Time 0.000000095s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000095s: All Tasks State at Time 0.000000095s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000096s: All Tasks State at Time 0.000000096s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000096s: All Tasks State at Time 0.000000096s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000096s: All Tasks State at Time 0.000000096s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000097s: All Tasks State at Time 0.000000097s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000097s: All Tasks State at Time 0.000000097s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000098s: All Tasks State at Time 0.000000098s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000098s: All Tasks State at Time 0.000000098s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000098s: All Tasks State at Time 0.000000098s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000099s: All Tasks State at Time 0.000000099s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000099s: All Tasks State at Time 0.000000099s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000100s: All Tasks State at Time 0.000000100s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000100s: All Tasks State at Time 0.000000100s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000100s: All Tasks State at Time 0.000000100s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000101s: All Tasks State at Time 0.000000101s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000101s: All Tasks State at Time 0.000000101s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000102s: All Tasks State at Time 0.000000102s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000102s: All Tasks State at Time 0.000000102s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000102s: All Tasks State at Time 0.000000102s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000103s: All Tasks State at Time 0.000000103s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000103s: All Tasks State at Time 0.000000103s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000104s: All Tasks State at Time 0.000000104s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000104s: All Tasks State at Time 0.000000104s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000104s: All Tasks State at Time 0.000000104s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000105s: All Tasks State at Time 0.000000105s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000105s: All Tasks State at Time 0.000000105s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000106s: All Tasks State at Time 0.000000106s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000106s: All Tasks State at Time 0.000000106s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000106s: All Tasks State at Time 0.000000106s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000107s: All Tasks State at Time 0.000000107s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000107s: All Tasks State at Time 0.000000107s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000108s: All Tasks State at Time 0.000000108s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000108s: All Tasks State at Time 0.000000108s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000108s: All Tasks State at Time 0.000000108s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000109s: All Tasks State at Time 0.000000109s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000109s: All Tasks State at Time 0.000000109s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000110s: All Tasks State at Time 0.000000110s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000110s: All Tasks State at Time 0.000000110s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000110s: All Tasks State at Time 0.000000110s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000111s: All Tasks State at Time 0.000000111s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000111s: All Tasks State at Time 0.000000111s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000112s: All Tasks State at Time 0.000000112s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000112s: All Tasks State at Time 0.000000112s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000112s: All Tasks State at Time 0.000000112s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000113s: All Tasks State at Time 0.000000113s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000113s: All Tasks State at Time 0.000000113s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000114s: All Tasks State at Time 0.000000114s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000114s: All Tasks State at Time 0.000000114s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000114s: All Tasks State at Time 0.000000114s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000115s: All Tasks State at Time 0.000000115s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000115s: All Tasks State at Time 0.000000115s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000116s: All Tasks State at Time 0.000000116s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000116s: All Tasks State at Time 0.000000116s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000116s: All Tasks State at Time 0.000000116s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000117s: All Tasks State at Time 0.000000117s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000117s: All Tasks State at Time 0.000000117s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000118s: All Tasks State at Time 0.000000118s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000118s: All Tasks State at Time 0.000000118s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000118s: All Tasks State at Time 0.000000118s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000119s: All Tasks State at Time 0.000000119s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000119s: All Tasks State at Time 0.000000119s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000120s: All Tasks State at Time 0.000000120s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000120s: All Tasks State at Time 0.000000120s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000120s: All Tasks State at Time 0.000000120s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000121s: All Tasks State at Time 0.000000121s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000121s: All Tasks State at Time 0.000000121s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000122s: All Tasks State at Time 0.000000122s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000122s: All Tasks State at Time 0.000000122s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000122s: All Tasks State at Time 0.000000122s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000123s: All Tasks State at Time 0.000000123s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000123s: All Tasks State at Time 0.000000123s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000124s: All Tasks State at Time 0.000000124s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000124s: All Tasks State at Time 0.000000124s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000124s: All Tasks State at Time 0.000000124s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
Time 0.000000125s: All Tasks State at Time 0.000000125s: [(0, 'In queue'), (1, 'In queue'), (2, 'In queue'), (3, 'In queue'), (4, 'In queue'), (5, 'In queue')]
